key,method,problem,status,enc_time,total_solve_time,vars,cls,lits
63,GT + Mix(75),./experiments/mbkp/lps/1/2_01.lp,Unknown,0.8888098,,14098,53886,181561
63,SavileRow (BDD),./experiments/mbkp-control/lps/1/3_01.lp,Unknown,8.123855,,559137,5428971,14848063
63,SavileRow (BDD),./experiments/mbssp-control/lps/1/007.lp,Unknown,2.4421484,,157882,303739,753347
64,SavileRow (GPW),./experiments/mbssp-control/lps/1/007.lp,Sat,1.814754,13.032379,19212,90090,251038
64,SavileRow (GPW),./experiments/mbkp-control/lps/1/3_01.lp,Unsat,3.096331,16.849066,82905,287218,723673
64,BDD + Mix(75),./experiments/mbssp/lps/1/005.lp,Memory,,,,,
65,GT + Ord,./experiments/mbkp/lps/1/2_01.lp,Unknown,6.1489387,,80796,7834845,19806281
66,BDD + Bin,./experiments/mbkp/lps/1/2_01.lp,Unknown,0.3118997,,21971,96571,288968
66,SavileRow (GMTO),./experiments/mbkp-control/lps/1/3_01.lp,Unsat,3.8252215,5.09372,49650,178888,483229
66,SavileRow (GMTO),./experiments/mbssp-control/lps/1/007.lp,Sat,1.7712886,34.462543,17657,38590,112271
66,BDD + Ord,./experiments/mbssp/lps/1/005.lp,Sat,0.5009469,40.505142,117318,462759,1153106
67,Fun-sCOP (),./experiments/mbkp-control/lps/1/3_01.lp,Unsat,12.073185,41.5957,1156543,3249620,9427185
67,Fun-sCOP (),./experiments/mbssp-control/lps/1/007.lp,Unknown,4.40643,,160186,454302,1336820
67,BDD + Mix(25),./experiments/mbkp/lps/1/2_01.lp,Unknown,0.31942138,,25782,110549,354330
67,GT + SPLIT + Ord,./experiments/mbssp/lps/1/005.lp,Unknown,5.9628177,,67782,6411084,17576674
68,BDD + Mix(75),./experiments/mbkp/lps/1/2_01.lp,Unknown,0.3246592,,28163,111698,357778
68,BDD + SPLIT + Ord,./experiments/mbssp/lps/1/005.lp,Sat,0.59838,44.0061,234664,462886,1153430
69,GT + SPLIT + PB + Ord,./experiments/mbssp/lps/1/005.lp,Unknown,6.0583086,,67782,6411084,17576674
70,BDD + SPLIT + PB + Ord,./experiments/mbssp/lps/1/005.lp,Sat,0.603998,46.164337,234664,462886,1153430
70,Picat-SAT,./experiments/mbkp-control/lps/1/3_01.lp,Unsat,1.2810194,34.75044,26777,207932,935910
70,Picat-SAT,./experiments/mbssp-control/lps/1/007.lp,Sat,0.83253264,54.875645,4840,29489,112742
70,BDD + Ord,./experiments/mbkp/lps/1/2_01.lp,Unknown,0.87821037,,339639,673525,1675388
71,GT + SPLIT + PB + Ord,./experiments/mbkp/lps/1/2_01.lp,Unknown,6.0508084,,80796,7834845,19806281
71,GT + Bin,./experiments/mbssp/lps/1/006.lp,Sat,0.666973,1.5961919,6657,34366,110787
71,SavileRow (GT),./experiments/mbssp-control/lps/1/008.lp,Sat,6.4792404,0.1752567,48017,3288216,9841912
71,SavileRow (GT),./experiments/mbkp-control/lps/1/4_01.lp,Unknown,141.2362,,566011,111798965,335186108
72,SavileRow (SWC),./experiments/mbssp-control/lps/1/008.lp,Unknown,2.698357,,608908,1189158,2941890
72,GT + Mix(25),./experiments/mbssp/lps/1/006.lp,Sat,0.69587946,1.9010963,6241,55203,162149
72,BDD + SPLIT + PB + Ord,./experiments/mbkp/lps/1/2_01.lp,Unknown,0.8644474,,339639,673525,1675388
72,SavileRow (SWC),./experiments/mbkp-control/lps/1/4_01.lp,Unknown,13.544794,,1855350,18655765,51565390
73,SavileRow (BDD),./experiments/mbssp-control/lps/1/008.lp,Unknown,2.6790266,,158493,305655,758468
73,SavileRow (BDD),./experiments/mbkp-control/lps/1/4_01.lp,Unknown,9.809538,,574338,5597826,15343722
73,GT + Bin,./experiments/mbkp/lps/1/3_01.lp,Unknown,0.8789326,,14782,76207,247330
73,GT + Mix(75),./experiments/mbssp/lps/1/006.lp,Sat,0.6961445,1.5139418,6330,55694,163302
74,SavileRow (GPW),./experiments/mbkp-control/lps/1/4_01.lp,Unsat,3.7744522,22.80387,82850,286752,722416
74,GT + Mix(25),./experiments/mbkp/lps/1/3_01.lp,Unknown,0.88570225,,14040,53714,181754
74,SavileRow (GPW),./experiments/mbssp-control/lps/1/008.lp,Sat,2.0120447,10.651612,19198,90158,251256
75,GT + Mix(75),./experiments/mbkp/lps/1/3_01.lp,Unknown,0.88272244,,14087,53867,182197
75,GT + Ord,./experiments/mbssp/lps/1/006.lp,Unknown,5.843651,,33558,6501744,17967422
76,BDD + Bin,./experiments/mbssp/lps/1/006.lp,Sat,0.10786196,6.7496223,10066,46196,138725
76,SavileRow (GMTO),./experiments/mbssp-control/lps/1/008.lp,Sat,1.7617662,4.140366,17741,38583,111969
76,SavileRow (GMTO),./experiments/mbkp-control/lps/1/4_01.lp,Unsat,3.8955042,4.7790537,49700,178635,483031
77,Fun-sCOP (),./experiments/mbssp-control/lps/1/008.lp,Unknown,4.233887,,162892,461944,1359302
77,GT + Ord,./experiments/mbkp/lps/1/3_01.lp,Unknown,6.160911,,81519,8041637,20265475
77,BDD + Mix(25),./experiments/mbssp/lps/1/006.lp,Memory,,,,,
77,Fun-sCOP (),./experiments/mbkp-control/lps/1/4_01.lp,Unsat,12.318133,36.916046,1158068,3255217,9444569
78,BDD + Mix(75),./experiments/mbssp/lps/1/006.lp,Memory,,,,,
78,BDD + Bin,./experiments/mbkp/lps/1/3_01.lp,Unknown,0.31889766,,21995,96879,289785
79,BDD + Mix(25),./experiments/mbkp/lps/1/3_01.lp,Unknown,0.3305272,,25777,111278,356847
80,Picat-SAT,./experiments/mbkp-control/lps/1/4_01.lp,Unsat,1.258682,33.209793,26866,212837,967212
80,BDD + Ord,./experiments/mbssp/lps/1/006.lp,Unknown,0.47024375,,111413,440096,1096905
80,BDD + Mix(75),./experiments/mbkp/lps/1/3_01.lp,Unknown,0.33595482,,28213,112290,359474
